sale_id,order_ref,order_date,year_number,quarter_number,month_number,month_name,year_month,is_complete_month,is_complete_year,customer_name,city_name,state_name,category_name,sub_category_name,payment_mode_name,quantity,amount,profit
183,B-26489,2021-02-09,2021,1,2,February,2021-02,1,1,Michelle Bailey,Dallas,Texas,Electronics,Laptops,COD,14,2791.0,894.0
184,B-26489,2021-02-09,2021,1,2,February,2021-02,1,1,Michelle Bailey,Dallas,Texas,Furniture,Sofas,Debit Card,3,6223.0,1478.0
185,B-26489,2021-02-09,2021,1,2,February,2021-02,1,1,Michelle Bailey,Dallas,Texas,Furniture,Chairs,Debit Card,17,8943.0,3121.0
186,B-26489,2021-02-09,2021,1,2,February,2021-02,1,1,Michelle Bailey,Dallas,Texas,Electronics,Phones,Credit Card,12,3297.0,102.0
187,B-26009,2021-02-10,2021,1,2,February,2021-02,1,1,Sara Garcia,Peoria,Illinois,Furniture,Tables,UPI,10,8945.0,1728.0
188,B-25232,2021-02-12,2021,1,2,February,2021-02,1,1,Darren Moore,Peoria,Illinois,Office Supplies,Paper,UPI,13,7792.0,1403.0
189,B-25232,2021-02-12,2021,1,2,February,2021-02,1,1,Darren Moore,Peoria,Illinois,Furniture,Chairs,Debit Card,14,2346.0,388.0
190,B-25790,2021-02-14,2021,1,2,February,2021-02,1,1,Justin Rosales,Miami,Florida,Electronics,Printers,COD,8,2792.0,1008.0
191,B-25925,2021-02-17,2021,1,2,February,2021-02,1,1,James Hart,Chicago,Illinois,Office Supplies,Pens,Credit Card,1,3022.0,384.0
192,B-25925,2021-02-17,2021,1,2,February,2021-02,1,1,James Hart,Chicago,Illinois,Electronics,Electronic Games,Debit Card,13,5266.0,1111.0
193,B-26654,2021-02-18,2021,1,2,February,2021-02,1,1,Mrs. Jennifer Lewis,San Francisco,California,Electronics,Phones,UPI,13,7838.0,1142.0
194,B-26654,2021-02-18,2021,1,2,February,2021-02,1,1,Mrs. Jennifer Lewis,San Francisco,California,Electronics,Phones,Credit Card,6,9300.0,3146.0
195,B-26654,2021-02-18,2021,1,2,February,2021-02,1,1,Mrs. Jennifer Lewis,San Francisco,California,Office Supplies,Paper,Debit Card,17,1733.0,133.0
196,B-26041,2021-02-22,2021,1,2,February,2021-02,1,1,Matthew James,Peoria,Illinois,Electronics,Phones,COD,12,9498.0,256.0
197,B-26924,2021-02-28,2021,1,2,February,2021-02,1,1,David Johnson,Austin,Texas,Office Supplies,Pens,COD,6,1083.0,501.0
198,B-25966,2021-03-01,2021,1,3,March,2021-03,1,1,Susan Baker,San Diego,California,Furniture,Bookcases,Debit Card,9,6093.0,3042.0
199,B-25510,2021-03-03,2021,1,3,March,2021-03,1,1,Laura Andrews,New York City,New York,Furniture,Bookcases,COD,12,2478.0,92.0
200,B-25965,2021-03-05,2021,1,3,March,2021-03,1,1,Tanner Vance,Houston,Texas,Electronics,Laptops,Debit Card,2,544.0,272.0
201,B-25885,2021-03-06,2021,1,3,March,2021-03,1,1,Dawn Howard,Houston,Texas,Office Supplies,Pens,COD,12,9704.0,4339.0
202,B-25885,2021-03-06,2021,1,3,March,2021-03,1,1,Dawn Howard,Houston,Texas,Electronics,Printers,Debit Card,18,4948.0,2356.0
203,B-25885,2021-03-06,2021,1,3,March,2021-03,1,1,Dawn Howard,Houston,Texas,Electronics,Electronic Games,Debit Card,10,6435.0,334.0
204,B-25897,2021-03-07,2021,1,3,March,2021-03,1,1,Jessica Blankenship,Cincinnati,Ohio,Furniture,Chairs,UPI,8,5393.0,2642.0
205,B-25346,2021-03-12,2021,1,3,March,2021-03,1,1,Jeremy Vazquez,Cleveland,Ohio,Furniture,Sofas,COD,8,6265.0,155.0
206,B-25813,2021-03-13,2021,1,3,March,2021-03,1,1,Charles Henderson,Tampa,Florida,Electronics,Phones,COD,9,702.0,238.0
207,B-26185,2021-03-14,2021,1,3,March,2021-03,1,1,Brian Patrick,Tampa,Florida,Electronics,Electronic Games,Credit Card,5,1591.0,727.0
208,B-25510,2021-03-18,2021,1,3,March,2021-03,1,1,Mrs. Stephanie Hooper,San Francisco,California,Furniture,Bookcases,COD,12,2478.0,92.0
209,B-25010,2021-03-21,2021,1,3,March,2021-03,1,1,James Hickman,Cleveland,Ohio,Office Supplies,Pens,Credit Card,15,7870.0,1057.0
210,B-25400,2021-03-24,2021,1,3,March,2021-03,1,1,Maria Thomas,Miami,Florida,Electronics,Printers,UPI,17,7759.0,3741.0
211,B-25400,2021-03-24,2021,1,3,March,2021-03,1,1,Maria Thomas,Miami,Florida,Office Supplies,Markers,Debit Card,16,7521.0,3457.0
212,B-26469,2021-03-24,2021,1,3,March,2021-03,1,1,Eric Clark,Orlando,Florida,Electronics,Electronic Games,UPI,17,7856.0,3699.0
213,B-26469,2021-03-24,2021,1,3,March,2021-03,1,1,Eric Clark,Orlando,Florida,Office Supplies,Pens,EMI,3,1165.0,51.0
214,B-25025,2021-03-25,2021,1,3,March,2021-03,1,1,James Gutierrez,Rochester,New York,Electronics,Laptops,COD,20,6447.0,3079.0
215,B-25025,2021-03-25,2021,1,3,March,2021-03,1,1,James Gutierrez,Rochester,New York,Electronics,Electronic Games,Credit Card,6,8947.0,2807.0
216,B-25024,2021-03-28,2021,1,3,March,2021-03,1,1,Megan Pitts,Columbus,Ohio,Office Supplies,Markers,EMI,2,9002.0,4197.0
217,B-25106,2021-04-01,2021,2,4,April,2021-04,1,1,Luke Saunders,Dallas,Texas,Electronics,Phones,Credit Card,16,9090.0,3098.0
218,B-25106,2021-04-01,2021,2,4,April,2021-04,1,1,Luke Saunders,Dallas,Texas,Electronics,Electronic Games,Credit Card,11,851.0,356.0
219,B-26268,2021-04-03,2021,2,4,April,2021-04,1,1,Crystal Ross,Austin,Texas,Office Supplies,Pens,Credit Card,13,4369.0,584.0
220,B-26675,2021-04-03,2021,2,4,April,2021-04,1,1,James Perez,Orlando,Florida,Electronics,Electronic Games,EMI,18,6499.0,2189.0
221,B-25746,2021-04-04,2021,2,4,April,2021-04,1,1,Manuel Walls,Houston,Texas,Office Supplies,Binders,Debit Card,15,8243.0,1346.0
222,B-26730,2021-04-05,2021,2,4,April,2021-04,1,1,Jacqueline Harris,Houston,Texas,Furniture,Tables,Debit Card,10,6139.0,451.0
223,B-26730,2021-04-05,2021,2,4,April,2021-04,1,1,Jacqueline Harris,Houston,Texas,Furniture,Chairs,COD,3,8636.0,3192.0
224,B-26730,2021-04-05,2021,2,4,April,2021-04,1,1,Jacqueline Harris,Houston,Texas,Furniture,Sofas,Credit Card,19,4439.0,1712.0
225,B-26445,2021-04-12,2021,2,4,April,2021-04,1,1,Christopher Rogers,Chicago,Illinois,Furniture,Sofas,EMI,15,9921.0,1451.0
226,B-25036,2021-04-19,2021,2,4,April,2021-04,1,1,Joseph Bates,New York City,New York,Electronics,Printers,EMI,3,2737.0,1253.0
227,B-25705,2021-04-27,2021,2,4,April,2021-04,1,1,Ann Mooney,Los Angeles,California,Electronics,Electronic Games,COD,11,9335.0,557.0
228,B-26969,2021-04-30,2021,2,4,April,2021-04,1,1,Peter Ward,Rochester,New York,Office Supplies,Markers,Credit Card,5,3348.0,568.0
229,B-26969,2021-04-30,2021,2,4,April,2021-04,1,1,Peter Ward,Rochester,New York,Office Supplies,Pens,Debit Card,9,8856.0,2020.0
230,B-25456,2021-05-03,2021,2,5,May,2021-05,1,1,Alexis Duffy,Los Angeles,California,Furniture,Sofas,Credit Card,20,5632.0,2358.0
231,B-26587,2021-05-07,2021,2,5,May,2021-05,1,1,Angela Lyons,New York City,New York,Furniture,Sofas,UPI,17,8982.0,448.0
232,B-26587,2021-05-07,2021,2,5,May,2021-05,1,1,Angela Lyons,New York City,New York,Office Supplies,Paper,Debit Card,5,4826.0,562.0
233,B-25555,2021-05-08,2021,2,5,May,2021-05,1,1,Kimberly Warren,Cincinnati,Ohio,Electronics,Phones,Credit Card,12,4051.0,1848.0
234,B-25555,2021-05-08,2021,2,5,May,2021-05,1,1,Kimberly Warren,Cincinnati,Ohio,Furniture,Bookcases,Credit Card,11,5011.0,866.0
235,B-25747,2021-05-12,2021,2,5,May,2021-05,1,1,Jessica Kidd,Buffalo,New York,Electronics,Phones,COD,1,2962.0,1470.0
236,B-25747,2021-05-12,2021,2,5,May,2021-05,1,1,Jessica Kidd,Buffalo,New York,Electronics,Printers,UPI,12,7131.0,718.0
237,B-25747,2021-05-12,2021,2,5,May,2021-05,1,1,Jessica Kidd,Buffalo,New York,Office Supplies,Markers,EMI,10,4200.0,855.0
238,B-25738,2021-05-15,2021,2,5,May,2021-05,1,1,Albert Alexander Jr.,Cleveland,Ohio,Office Supplies,Markers,COD,18,9909.0,2999.0
239,B-26366,2021-05-16,2021,2,5,May,2021-05,1,1,Kaitlin Garrison,Columbus,Ohio,Office Supplies,Binders,COD,11,4706.0,594.0
240,B-26366,2021-05-16,2021,2,5,May,2021-05,1,1,Kaitlin Garrison,Columbus,Ohio,Office Supplies,Markers,UPI,6,6584.0,371.0
241,B-25884,2021-05-18,2021,2,5,May,2021-05,1,1,Wanda West,Cleveland,Ohio,Electronics,Printers,Credit Card,20,9538.0,3158.0
242,B-25884,2021-05-18,2021,2,5,May,2021-05,1,1,Wanda West,Cleveland,Ohio,Furniture,Chairs,EMI,14,9035.0,1227.0
243,B-25697,2021-05-25,2021,2,5,May,2021-05,1,1,Victoria Bryant Md,San Francisco,California,Furniture,Tables,Debit Card,14,815.0,54.0
244,B-25228,2021-05-27,2021,2,5,May,2021-05,1,1,Jodi Wood,Cleveland,Ohio,Electronics,Laptops,EMI,19,6061.0,2121.0
245,B-25774,2021-05-27,2021,2,5,May,2021-05,1,1,Brandon Le,San Diego,California,Office Supplies,Markers,Credit Card,19,8861.0,3381.0
246,B-25992,2021-05-27,2021,2,5,May,2021-05,1,1,Alicia Oneill,Springfield,Illinois,Furniture,Tables,EMI,8,8572.0,2041.0
247,B-25992,2021-05-27,2021,2,5,May,2021-05,1,1,Alicia Oneill,Springfield,Illinois,Electronics,Printers,Credit Card,10,8059.0,1834.0
248,B-25870,2021-05-28,2021,2,5,May,2021-05,1,1,Angela Roberts,Cleveland,Ohio,Electronics,Laptops,EMI,17,5557.0,2114.0
249,B-26419,2021-05-28,2021,2,5,May,2021-05,1,1,John Stevens,San Francisco,California,Furniture,Sofas,UPI,1,3657.0,163.0
250,B-26245,2021-06-02,2021,2,6,June,2021-06,1,1,Megan Morgan,Cleveland,Ohio,Office Supplies,Paper,EMI,5,4172.0,235.0
251,B-26767,2021-06-03,2021,2,6,June,2021-06,1,1,Nancy Keller,Dallas,Texas,Furniture,Bookcases,COD,19,6724.0,1539.0
252,B-26195,2021-06-04,2021,2,6,June,2021-06,1,1,Christopher Johnson,Miami,Florida,Office Supplies,Binders,Debit Card,15,874.0,235.0
253,B-26844,2021-06-05,2021,2,6,June,2021-06,1,1,Marie Jefferson,Orlando,Florida,Electronics,Electronic Games,COD,14,4163.0,897.0
254,B-26324,2021-06-06,2021,2,6,June,2021-06,1,1,Keith Reese,Austin,Texas,Electronics,Electronic Games,Debit Card,15,6355.0,1335.0
255,B-25529,2021-06-07,2021,2,6,June,2021-06,1,1,Edward Johnson,Orlando,Florida,Office Supplies,Pens,EMI,15,1626.0,258.0
256,B-25986,2021-06-11,2021,2,6,June,2021-06,1,1,Tyrone White,San Diego,California,Furniture,Sofas,EMI,8,1314.0,457.0
257,B-26678,2021-06-11,2021,2,6,June,2021-06,1,1,Mr. Jack Mercado,Cincinnati,Ohio,Electronics,Electronic Games,Debit Card,1,6934.0,1226.0
258,B-25991,2021-06-13,2021,2,6,June,2021-06,1,1,Kyle Hernandez,Dallas,Texas,Electronics,Electronic Games,Credit Card,3,3436.0,933.0
259,B-26136,2021-06-13,2021,2,6,June,2021-06,1,1,Ronald Good,Miami,Florida,Office Supplies,Binders,Credit Card,18,9144.0,2220.0
260,B-25966,2021-06-14,2021,2,6,June,2021-06,1,1,Paul Taylor,San Francisco,California,Furniture,Bookcases,Debit Card,9,6093.0,3042.0
261,B-26508,2021-06-15,2021,2,6,June,2021-06,1,1,Eric Stevens,Miami,Florida,Electronics,Laptops,Credit Card,16,9204.0,3289.0
262,B-26508,2021-06-15,2021,2,6,June,2021-06,1,1,Eric Stevens,Miami,Florida,Office Supplies,Paper,EMI,20,9894.0,3698.0
263,B-25836,2021-06-17,2021,2,6,June,2021-06,1,1,Jesus Hernandez,Los Angeles,California,Furniture,Bookcases,Debit Card,15,2695.0,914.0
264,B-26470,2021-06-18,2021,2,6,June,2021-06,1,1,Christine Mosley,Cincinnati,Ohio,Furniture,Tables,EMI,6,3090.0,573.0
265,B-26470,2021-06-18,2021,2,6,June,2021-06,1,1,Christine Mosley,Cincinnati,Ohio,Electronics,Printers,UPI,5,9683.0,1014.0
266,B-25430,2021-06-27,2021,2,6,June,2021-06,1,1,Michael Rivera,Los Angeles,California,Furniture,Sofas,COD,11,7169.0,2385.0
267,B-25430,2021-06-27,2021,2,6,June,2021-06,1,1,Michael Rivera,Los Angeles,California,Furniture,Chairs,Credit Card,18,4046.0,417.0
268,B-25189,2021-07-05,2021,3,7,July,2021-07,1,1,Brandi Garcia,San Francisco,California,Office Supplies,Paper,EMI,4,7620.0,125.0
269,B-26837,2021-07-08,2021,3,7,July,2021-07,1,1,Larry Hill,New York City,New York,Office Supplies,Paper,Credit Card,14,869.0,373.0
270,B-26837,2021-07-08,2021,3,7,July,2021-07,1,1,Larry Hill,New York City,New York,Furniture,Bookcases,UPI,7,1486.0,114.0
271,B-26240,2021-07-09,2021,3,7,July,2021-07,1,1,Michael Williams,Springfield,Illinois,Office Supplies,Markers,EMI,15,8042.0,936.0
272,B-25665,2021-07-12,2021,3,7,July,2021-07,1,1,Carlos Wheeler,Cleveland,Ohio,Electronics,Electronic Games,Debit Card,18,8962.0,2444.0
273,B-25241,2021-07-18,2021,3,7,July,2021-07,1,1,John Munoz,Dallas,Texas,Office Supplies,Pens,EMI,17,9905.0,633.0
274,B-25971,2021-07-18,2021,3,7,July,2021-07,1,1,Kelly Pacheco,Houston,Texas,Office Supplies,Paper,Debit Card,6,8194.0,2881.0
275,B-26279,2021-07-21,2021,3,7,July,2021-07,1,1,Jamie Santos,Los Angeles,California,Office Supplies,Markers,Credit Card,5,3747.0,410.0
276,B-26279,2021-07-21,2021,3,7,July,2021-07,1,1,Jamie Santos,Los Angeles,California,Office Supplies,Binders,UPI,4,3194.0,534.0
277,B-25437,2021-07-25,2021,3,7,July,2021-07,1,1,Jillian Johnson Md,San Diego,California,Electronics,Laptops,Credit Card,3,4688.0,1841.0
278,B-26776,2021-07-25,2021,3,7,July,2021-07,1,1,Robert Stone,Buffalo,New York,Electronics,Electronic Games,UPI,5,9726.0,1275.0
279,B-26776,2021-07-25,2021,3,7,July,2021-07,1,1,Robert Stone,Buffalo,New York,Electronics,Printers,UPI,14,4975.0,1330.0
280,B-26843,2021-07-31,2021,3,7,July,2021-07,1,1,Megan Williams,Dallas,Texas,Electronics,Printers,EMI,19,4591.0,1941.0
281,B-26843,2021-07-31,2021,3,7,July,2021-07,1,1,Megan Williams,Dallas,Texas,Office Supplies,Pens,Credit Card,17,9612.0,2572.0
282,B-26545,2021-08-02,2021,3,8,August,2021-08,1,1,Brent Thomas,Peoria,Illinois,Office Supplies,Markers,EMI,20,537.0,142.0
283,B-26317,2021-08-06,2021,3,8,August,2021-08,1,1,Laura Poole,Rochester,New York,Office Supplies,Pens,Debit Card,20,2284.0,149.0
284,B-26906,2021-08-09,2021,3,8,August,2021-08,1,1,Brianna Hunt,Miami,Florida,Office Supplies,Markers,Credit Card,4,3665.0,802.0
285,B-26402,2021-08-10,2021,3,8,August,2021-08,1,1,Christina Scott,Tampa,Florida,Furniture,Sofas,COD,6,4314.0,1453.0
286,B-25258,2021-08-12,2021,3,8,August,2021-08,1,1,Sheila Clay,Buffalo,New York,Furniture,Sofas,UPI,10,6951.0,164.0
287,B-26939,2021-08-12,2021,3,8,August,2021-08,1,1,Theresa Medina,Springfield,Illinois,Furniture,Tables,Debit Card,12,4920.0,775.0
288,B-26939,2021-08-12,2021,3,8,August,2021-08,1,1,Theresa Medina,Springfield,Illinois,Furniture,Bookcases,EMI,15,9078.0,2213.0
289,B-25541,2021-08-13,2021,3,8,August,2021-08,1,1,Michael Hanson,Rochester,New York,Furniture,Bookcases,UPI,10,2401.0,1163.0
290,B-25541,2021-08-13,2021,3,8,August,2021-08,1,1,Michael Hanson,Rochester,New York,Electronics,Phones,Debit Card,11,1045.0,267.0
291,B-25326,2021-08-17,2021,3,8,August,2021-08,1,1,Charlene Brown,Miami,Florida,Furniture,Tables,COD,16,5578.0,277.0
292,B-25827,2021-08-17,2021,3,8,August,2021-08,1,1,Amanda Ramirez,Dallas,Texas,Furniture,Tables,COD,4,1786.0,224.0
293,B-26819,2021-08-17,2021,3,8,August,2021-08,1,1,Debra Richards,Tampa,Florida,Electronics,Phones,Debit Card,1,8762.0,3502.0
294,B-25709,2021-08-19,2021,3,8,August,2021-08,1,1,Denise Mcdaniel,Los Angeles,California,Office Supplies,Paper,UPI,15,1109.0,418.0
295,B-26366,2021-08-21,2021,3,8,August,2021-08,1,1,James Mendoza,Cleveland,Ohio,Office Supplies,Binders,COD,11,4706.0,594.0
296,B-26366,2021-08-21,2021,3,8,August,2021-08,1,1,James Mendoza,Cleveland,Ohio,Office Supplies,Markers,UPI,6,6584.0,371.0
297,B-25944,2021-08-24,2021,3,8,August,2021-08,1,1,Angelica Lewis,New York City,New York,Electronics,Laptops,Credit Card,14,5954.0,2640.0
298,B-25156,2021-08-29,2021,3,8,August,2021-08,1,1,Tom Lawson,Buffalo,New York,Furniture,Chairs,Credit Card,16,9820.0,793.0
299,B-25483,2021-09-06,2021,3,9,September,2021-09,1,1,Carrie Alvarez,Peoria,Illinois,Furniture,Bookcases,Debit Card,9,3129.0,55.0
300,B-25483,2021-09-06,2021,3,9,September,2021-09,1,1,Carrie Alvarez,Peoria,Illinois,Electronics,Laptops,EMI,13,7821.0,3821.0
301,B-25564,2021-09-06,2021,3,9,September,2021-09,1,1,Susan Wright,Los Angeles,California,Office Supplies,Paper,EMI,8,2451.0,342.0
302,B-25915,2021-09-08,2021,3,9,September,2021-09,1,1,Stacey Miller,San Diego,California,Office Supplies,Binders,COD,10,3433.0,1169.0
303,B-25915,2021-09-08,2021,3,9,September,2021-09,1,1,Stacey Miller,San Diego,California,Office Supplies,Binders,Debit Card,1,3887.0,1490.0
304,B-26678,2021-09-08,2021,3,9,September,2021-09,1,1,Christian Jones,Rochester,New York,Electronics,Electronic Games,Debit Card,1,6934.0,1226.0
305,B-25915,2021-09-09,2021,3,9,September,2021-09,1,1,Amy Olsen,Springfield,Illinois,Office Supplies,Binders,COD,10,3433.0,1169.0
306,B-25915,2021-09-09,2021,3,9,September,2021-09,1,1,Amy Olsen,Springfield,Illinois,Office Supplies,Binders,Debit Card,1,3887.0,1490.0
307,B-25596,2021-09-14,2021,3,9,September,2021-09,1,1,Steven Proctor,Austin,Texas,Electronics,Phones,Credit Card,20,6707.0,1041.0
308,B-26312,2021-09-15,2021,3,9,September,2021-09,1,1,Jonathan Alvarez,Columbus,Ohio,Furniture,Sofas,Debit Card,16,1760.0,619.0
309,B-26312,2021-09-15,2021,3,9,September,2021-09,1,1,Jonathan Alvarez,Columbus,Ohio,Electronics,Printers,UPI,15,6351.0,986.0
310,B-26845,2021-09-30,2021,3,9,September,2021-09,1,1,Shannon Patterson,Springfield,Illinois,Office Supplies,Pens,COD,13,7633.0,184.0
311,B-25241,2021-10-02,2021,4,10,October,2021-10,1,1,David Clark,Tampa,Florida,Office Supplies,Pens,EMI,17,9905.0,633.0
312,B-25757,2021-10-04,2021,4,10,October,2021-10,1,1,Ms. Kim Jordan,Chicago,Illinois,Office Supplies,Paper,EMI,4,7560.0,821.0
313,B-26563,2021-10-04,2021,4,10,October,2021-10,1,1,Lauren Howell,Buffalo,New York,Furniture,Tables,Debit Card,5,4314.0,1591.0
314,B-25794,2021-10-05,2021,4,10,October,2021-10,1,1,Amber Flowers,Tampa,Florida,Furniture,Bookcases,COD,16,7417.0,1334.0
315,B-25298,2021-10-06,2021,4,10,October,2021-10,1,1,Carolyn Gonzalez,Miami,Florida,Office Supplies,Markers,COD,6,8104.0,1039.0
316,B-26041,2021-10-06,2021,4,10,October,2021-10,1,1,Jerry Alvarado,New York City,New York,Electronics,Phones,COD,12,9498.0,256.0
317,B-25936,2021-10-09,2021,4,10,October,2021-10,1,1,Patrick Williams,Rochester,New York,Office Supplies,Pens,Debit Card,20,9992.0,3696.0
318,B-25936,2021-10-09,2021,4,10,October,2021-10,1,1,Patrick Williams,Rochester,New York,Office Supplies,Binders,UPI,7,9619.0,3420.0
319,B-26942,2021-10-09,2021,4,10,October,2021-10,1,1,Clayton Smith,Miami,Florida,Office Supplies,Pens,Debit Card,12,1525.0,185.0
320,B-26470,2021-10-12,2021,4,10,October,2021-10,1,1,Elizabeth King,Dallas,Texas,Furniture,Tables,EMI,6,3090.0,573.0
321,B-26470,2021-10-12,2021,4,10,October,2021-10,1,1,Elizabeth King,Dallas,Texas,Electronics,Printers,UPI,5,9683.0,1014.0
322,B-25901,2021-10-17,2021,4,10,October,2021-10,1,1,Leslie Bean,Springfield,Illinois,Office Supplies,Paper,UPI,16,9883.0,4812.0
323,B-25901,2021-10-17,2021,4,10,October,2021-10,1,1,Leslie Bean,Springfield,Illinois,Office Supplies,Paper,UPI,7,5210.0,1185.0
324,B-25768,2021-10-19,2021,4,10,October,2021-10,1,1,Ricardo Dixon,Springfield,Illinois,Furniture,Bookcases,UPI,10,5354.0,743.0
325,B-26095,2021-10-20,2021,4,10,October,2021-10,1,1,Leroy Harris,Houston,Texas,Office Supplies,Markers,UPI,16,9406.0,1137.0
326,B-26095,2021-10-20,2021,4,10,October,2021-10,1,1,Leroy Harris,Houston,Texas,Electronics,Printers,EMI,15,1156.0,74.0
327,B-26528,2021-10-23,2021,4,10,October,2021-10,1,1,Megan Davis,Cleveland,Ohio,Furniture,Sofas,COD,19,2663.0,64.0
328,B-26800,2021-10-23,2021,4,10,October,2021-10,1,1,Anthony Williams,Rochester,New York,Electronics,Electronic Games,UPI,11,8568.0,2419.0
329,B-26800,2021-10-23,2021,4,10,October,2021-10,1,1,Anthony Williams,Rochester,New York,Office Supplies,Pens,EMI,6,3283.0,71.0
330,B-25849,2021-10-26,2021,4,10,October,2021-10,1,1,William Russell,Austin,Texas,Office Supplies,Paper,Debit Card,2,2901.0,1411.0
331,B-25849,2021-10-26,2021,4,10,October,2021-10,1,1,William Russell,Austin,Texas,Office Supplies,Pens,Credit Card,6,6934.0,1152.0
332,B-25574,2021-10-29,2021,4,10,October,2021-10,1,1,Jacob Torres,Houston,Texas,Electronics,Printers,Debit Card,7,5313.0,2037.0
333,B-26961,2021-10-29,2021,4,10,October,2021-10,1,1,Johnny Hill,San Diego,California,Furniture,Sofas,Debit Card,5,5193.0,2530.0
334,B-25829,2021-10-31,2021,4,10,October,2021-10,1,1,Anthony Barnett,Peoria,Illinois,Furniture,Bookcases,Credit Card,2,9640.0,2606.0
335,B-25398,2021-11-01,2021,4,11,November,2021-11,1,1,Heather Bell,San Francisco,California,Electronics,Printers,COD,13,9215.0,767.0
336,B-25602,2021-11-06,2021,4,11,November,2021-11,1,1,Rhonda Harris,Orlando,Florida,Office Supplies,Pens,Debit Card,9,4853.0,1764.0
337,B-26516,2021-11-11,2021,4,11,November,2021-11,1,1,Deborah Hoffman,Miami,Florida,Electronics,Electronic Games,EMI,15,8590.0,3565.0
338,B-26516,2021-11-11,2021,4,11,November,2021-11,1,1,Deborah Hoffman,Miami,Florida,Furniture,Tables,COD,10,6973.0,3038.0
339,B-25142,2021-11-12,2021,4,11,November,2021-11,1,1,Marc Strickland,Orlando,Florida,Furniture,Bookcases,Debit Card,15,6940.0,253.0
340,B-25142,2021-11-12,2021,4,11,November,2021-11,1,1,Marc Strickland,Orlando,Florida,Electronics,Printers,UPI,5,5105.0,465.0
341,B-25564,2021-11-12,2021,4,11,November,2021-11,1,1,Kayla Banks,Cincinnati,Ohio,Office Supplies,Paper,EMI,8,2451.0,342.0
342,B-25953,2021-11-13,2021,4,11,November,2021-11,1,1,Sydney Walls,Chicago,Illinois,Office Supplies,Binders,UPI,19,6690.0,1001.0
343,B-25953,2021-11-13,2021,4,11,November,2021-11,1,1,Sydney Walls,Chicago,Illinois,Furniture,Bookcases,Credit Card,10,4985.0,1920.0
344,B-26137,2021-11-13,2021,4,11,November,2021-11,1,1,Richard Maynard,Cincinnati,Ohio,Electronics,Printers,Credit Card,4,3423.0,804.0
345,B-25369,2021-11-16,2021,4,11,November,2021-11,1,1,Mr. Daniel Wilson,Cincinnati,Ohio,Electronics,Laptops,Credit Card,9,1579.0,602.0
346,B-25369,2021-11-16,2021,4,11,November,2021-11,1,1,Mr. Daniel Wilson,Cincinnati,Ohio,Furniture,Chairs,EMI,19,3760.0,1849.0
347,B-26332,2021-11-16,2021,4,11,November,2021-11,1,1,Nicholas Anderson,Orlando,Florida,Furniture,Tables,COD,16,9835.0,2571.0
348,B-26332,2021-11-16,2021,4,11,November,2021-11,1,1,Nicholas Anderson,Orlando,Florida,Office Supplies,Markers,Credit Card,13,9691.0,3056.0
349,B-26332,2021-11-16,2021,4,11,November,2021-11,1,1,Nicholas Anderson,Orlando,Florida,Furniture,Bookcases,UPI,14,7826.0,1221.0
350,B-26145,2021-11-20,2021,4,11,November,2021-11,1,1,Deborah Williams,Chicago,Illinois,Furniture,Sofas,COD,12,7441.0,867.0
351,B-26716,2021-11-20,2021,4,11,November,2021-11,1,1,Marcus Santiago,Buffalo,New York,Furniture,Sofas,UPI,16,1314.0,490.0
352,B-26716,2021-11-20,2021,4,11,November,2021-11,1,1,Marcus Santiago,Buffalo,New York,Furniture,Tables,Debit Card,1,4390.0,179.0
353,B-26716,2021-11-20,2021,4,11,November,2021-11,1,1,Marcus Santiago,Buffalo,New York,Office Supplies,Binders,Debit Card,7,1150.0,58.0
354,B-25303,2021-11-23,2021,4,11,November,2021-11,1,1,Darren Perez,Austin,Texas,Furniture,Sofas,COD,11,770.0,241.0
355,B-25298,2021-11-24,2021,4,11,November,2021-11,1,1,Lisa Mcintyre,Orlando,Florida,Office Supplies,Markers,COD,6,8104.0,1039.0
356,B-26293,2021-11-26,2021,4,11,November,2021-11,1,1,Michael Hunt,Dallas,Texas,Furniture,Tables,Credit Card,8,9768.0,4518.0
357,B-26293,2021-11-26,2021,4,11,November,2021-11,1,1,Michael Hunt,Dallas,Texas,Furniture,Sofas,Debit Card,5,4968.0,934.0
358,B-26293,2021-11-26,2021,4,11,November,2021-11,1,1,Michael Hunt,Dallas,Texas,Electronics,Laptops,EMI,4,1731.0,149.0
359,B-25810,2021-11-27,2021,4,11,November,2021-11,1,1,Kendra Mckinney,Miami,Florida,Furniture,Chairs,Credit Card,5,1894.0,275.0
360,B-25810,2021-11-27,2021,4,11,November,2021-11,1,1,Kendra Mckinney,Miami,Florida,Electronics,Electronic Games,Credit Card,13,7144.0,192.0
361,B-26726,2021-11-29,2021,4,11,November,2021-11,1,1,Lynn Reynolds,Cincinnati,Ohio,Electronics,Electronic Games,Debit Card,19,7213.0,508.0
362,B-26726,2021-11-29,2021,4,11,November,2021-11,1,1,Lynn Reynolds,Cincinnati,Ohio,Furniture,Tables,EMI,9,3176.0,586.0
363,B-26712,2021-12-01,2021,4,12,December,2021-12,1,1,Emma Bruce,Austin,Texas,Office Supplies,Markers,UPI,1,5196.0,2477.0
364,B-26712,2021-12-01,2021,4,12,December,2021-12,1,1,Emma Bruce,Austin,Texas,Furniture,Bookcases,Debit Card,19,6586.0,1794.0
